freq, avg, max, min
308, 4.030892E+16, 3806938316319732553, -3726340559977942968
309, 5.029681E+16, 3806657878656280009, -3726340824351184312
310, 5.653947E+16, 3806657878656280009, -3726340824351184312
311, 4.646812E+16, 3670958726973382700, -3423184225375783748
312, 4.381678E+16, 3806657878656280009, -3423184225375783748
313, 3.907301E+16, 3670958726973382700, -3423184225375783748
314, 1.433077E+16, 3670958726973382700, -3423184225375783748
315, 1.115773E+16, 3115747337986519186, -3423184225375783748
316, 1.217519E+16, 3115747337986519186, -3423184225375783748
317, 1.266160E+16, 3151347305017338496, -3423184225375783748
318, 1.849856E+16, 3222012194233787344, -3423207103696538436
319, 2.360074E+16, 3083741164936373200, -3247939000230736174
320, 2.599692E+16, 3085595122071874374, -3156724376048641289
322, 2.384429E+16, 3222012194233787344, -3143544477921633545
323, 2.044240E+16, 3147470582378242000, -3143544477921633545
325, 1.874066E+16, 3147470582378242000, -3145193995370732601
326, 5.603975E+16, 3147470582378242000, -3145193995370732601
328, 7.464390E+16, 3147504855142001872, -3145193978246241033
329, 1.308621E+17, 3147504855142001872, -2871008488917147758
330, 1.343503E+17, 3147504855142001872, -2873501150939061090
331, 1.417792E+17, 3147504855142001872, -2300855974989585389
332, 1.415571E+17, 3147504855142001872, -2709518435673164092
334, 1.313814E+17, 3147504855142001872, -2300855974989585389
335, 4.915138E+16, 2890045659192412416, -2298897353247431522
337, 2.624387E+16, 2317437259568724212, -2300855974989585389
338, 2.264868E+16, 2325578968369007256, -2298897353247431522
339, 2.241711E+16, 2316314747222440180, -2298888585489288034
340, 2.140607E+16, 2302571816268561225, -2298888585489288034
341, 2.093547E+16, 2302536675074915145, -2298888585489288034
342, 2.063122E+16, 2302536675074915145, -2298888585489288034
344, 2.062512E+16, 2302536675074915145, -2298888585489288034
345, 1.703599E+16, 2302536675074915145, -2298888585489288034
347, 1.247126E+16, 2302536675074915145, -2298888585489288034
348, 2.106736E+16, 2300895316170631168, -2298888585489288034
350, 1.985392E+16, 2300899691569381376, -2274467717414453248
351, 1.711858E+16, 2300895316170631168, -2274467717414453248
353, 1.711718E+16, 2300899691569381376, -2274467717414453248
354, 1.722885E+16, 2300899691569381376, -2274606548245807104
355, 1.723882E+16, 2300899691569381376, -2274606548245807104
356, 1.728933E+16, 2336788475828338688, -2274606548514766848
357, 1.692747E+16, 2300689698199175168, -2293110667785273088
359, 2.191958E+16, 2330560806921437184, -2293110684965142272
360, 4.422508E+16, 2329997856968015872, -2293110667785273088
362, 8.018840E+16, 2299180184571478016, -2293110667785273088
363, 1.317263E+17, 2299180184571478016, -2172279347824558078
364, 1.476618E+17, 2301429789656875008, -1688836975362047
