freq, min_avg, max, min, illegal, max_avg
480, 0.000000E+00, 0, 0, 0, 0.000000E+00
481, 0.000000E+00, 0, 0, 0, 0.000000E+00
482, 0.000000E+00, 0, 0, 0, 0.000000E+00
483, 0.000000E+00, 0, 0, 0, 0.000000E+00
484, 0.000000E+00, 0, 0, 0, 0.000000E+00
485, 0.000000E+00, 0, 0, 0, 0.000000E+00
487, 0.000000E+00, 0, 0, 0, 0.000000E+00
488, 0.000000E+00, 0, 0, 0, 0.000000E+00
489, 0.000000E+00, 0, 0, 0, 0.000000E+00
490, 4.887586E-04, 1, 1, 0, 4.887586E-04
492, 0.000000E+00, 0, 0, 0, 0.000000E+00
494, 4.887586E-04, 1, 1, 0, 4.887586E-04
495, 2.932551E-03, 1, 1, 0, 2.932551E-03
496, 6.353861E-03, 1, 1, 0, 6.353861E-03
497, 3.421310E-03, 1, 1, 0, 3.421310E-03
499, 3.910068E-03, 1, 1, 0, 3.910068E-03
500, 4.398827E-03, 1, 1, 0, 4.398827E-03
501, 5.865103E-03, 1, 1, 0, 5.865103E-03
502, 8.797654E-03, 1, 1, 0, 8.797654E-03
504, 8.797654E-03, 1, 1, 0, 8.797654E-03
505, 3.567937E-02, 1, 1, 0, 3.567937E-02
506, 3.225806E-02, 1, 1, 0, 3.225806E-02
507, 3.470186E-02, 1, 1, 0, 3.470186E-02
508, 4.398827E-02, 1, 1, 0, 4.398827E-02
509, 5.083089E-02, 1, 1, 0, 5.083089E-02
510, 7.380254E-02, 1, 1, 0, 7.380254E-02
512, 6.451613E-02, 1, 1, 0, 6.451613E-02
513, 8.064516E-02, 1, 1, 0, 8.064516E-02
514, 8.455523E-02, 1, 1, 0, 8.455523E-02
515, 8.699902E-02, 1, 1, 0, 8.699902E-02
517, 9.384164E-02, 1, 1, 0, 9.384164E-02
519, 1.026393E-01, 1, 1, 0, 1.026393E-01
520, 1.173021E-01, 1, 1, 0, 1.173021E-01
521, 1.173021E-01, 1, 1, 0, 1.173021E-01
522, 1.177908E-01, 1, 1, 0, 1.177908E-01
524, 1.187683E-01, 1, 1, 0, 1.187683E-01
525, 1.221896E-01, 1, 1, 0, 1.221896E-01
526, 1.348974E-01, 1, 1, 0, 1.348974E-01
527, 1.260997E-01, 1, 1, 0, 1.260997E-01
529, 1.256109E-01, 1, 1, 0, 1.256109E-01
530, 1.290323E-01, 1, 1, 0, 1.290323E-01
531, 1.314761E-01, 1, 1, 0, 1.314761E-01
532, 1.334311E-01, 1, 1, 0, 1.334311E-01
533, 1.358749E-01, 1, 1, 0, 1.358749E-01
