freq, avg, max, min
559, 0.000000E+00, 0, 0
560, 0.000000E+00, 0, 0
562, 0.000000E+00, 0, 0
563, 0.000000E+00, 0, 0
564, 0.000000E+00, 0, 0
565, -8.003908E+00, 0, -32768
567, -8.003908E+00, 0, -32768
569, 0.000000E+00, 0, 0
570, -8.003908E+00, 0, -32768
571, 0.000000E+00, 0, 0
573, 0.000000E+00, 0, 0
575, 0.000000E+00, 0, 0
576, 0.000000E+00, 0, 0
577, -1.000489E+00, 0, -2048
578, -8.504152E+00, 0, -32768
580, -9.504641E+00, 0, -32768
581, -4.001954E+00, 0, -2048
582, -1.200586E+01, 0, -32768
583, -4.502198E+00, 0, -2048
584, -8.003908E+00, 0, -2048
585, -1.500733E+01, 0, -32768
587, -1.650806E+01, 0, -32768
588, -1.900537E+01, 16, -32768
589, -2.051392E+01, 16, -32768
590, -2.200098E+01, 16, -32768
592, -2.280899E+01, 16, -32768
594, -2.279531E+01, 16, -32768
595, -2.769907E+01, 20, -16384
596, -3.075916E+01, 20, -14336
598, -3.518613E+01, 20, -16384
600, -2.801172E+01, 32772, -32768
559, 0.000000E+00, 0, 0
560, 0.000000E+00, 0, 0
562, -8.003908E+00, 0, -32768
563, 0.000000E+00, 0, 0
564, 0.000000E+00, 0, 0
565, -8.003908E+00, 0, -32768
567, 0.000000E+00, 0, 0
569, 0.000000E+00, 0, 0
570, -8.003908E+00, 0, -32768
571, -8.003908E+00, 0, -32768
573, -8.003908E+00, 0, -32768
575, -8.003908E+00, 0, -32768
576, 7.503664E+00, 32768, -32768
577, 0.000000E+00, 32768, -32768
578, 8.003908E+00, 32768, 0
580, 6.503175E+00, 32768, -32768
581, 5.502687E+00, 32768, -32768
582, 6.503175E+00, 32768, -2048
583, 6.002931E+00, 32768, -2048
584, 6.503175E+00, 32768, -2048
585, 4.001954E+00, 32768, -8192
587, 3.501710E+00, 32768, -8192
588, 2.501221E+00, 49152, -32768
589, 8.005862E+00, 51200, -6144
590, 5.862237E-03, 32768, -8192
592, 1.126527E+00, 49152, -32768
594, 3.106009E+00, 51200, -8192
595, -3.395017E+01, 20, -32768
596, -3.442697E+01, 20, -32768
598, -3.596776E+01, 20, -32768
600, -1.547924E+01, 32772, -32768
546, 0.000000E+00, 0, 0
548, 0.000000E+00, 0, 0
550, 0.000000E+00, 0, 0
551, 0.000000E+00, 0, 0
552, 0.000000E+00, 0, 0
553, 0.000000E+00, 0, 0
555, 0.000000E+00, 0, 0
556, 0.000000E+00, 0, 0
557, 0.000000E+00, 0, 0
558, -8.003908E+00, 0, -32768
559, -8.003908E+00, 0, -32768
560, -8.003908E+00, 0, -32768
562, -8.003908E+00, 0, -32768
563, -1.600782E+01, 0, -32768
564, -1.600782E+01, 0, -32768
565, -1.600782E+01, 0, -32768
