freq, min_avg, max, min, illegal, max_avg
121, 0.000000E+00, 0, 196, 0, 0.000000E+00
122, 0.000000E+00, 0, 196, 0, 0.000000E+00
123, 0.000000E+00, 0, 196, 0, 0.000000E+00
124, 0.000000E+00, 0, 196, 0, 0.000000E+00
125, 0.000000E+00, 0, 196, 0, 0.000000E+00
126, 0.000000E+00, 0, 196, 0, 0.000000E+00
127, 0.000000E+00, 0, 196, 0, 0.000000E+00
128, 0.000000E+00, 0, 196, 0, 0.000000E+00
129, 0.000000E+00, 0, 196, 0, 0.000000E+00
130, 0.000000E+00, 0, 196, 0, 0.000000E+00
131, 0.000000E+00, 0, 196, 0, 0.000000E+00
132, 0.000000E+00, 0, 196, 0, 0.000000E+00
133, 2.431373E-01, 124, 124, 0, 2.431373E-01
134, 2.215686E-01, 127, 113, 0, 2.490196E-01
135, 4.509804E-01, 137, 106, 0, 5.117647E-01
136, 6.588235E-01, 137, 106, 0, 7.549020E-01
137, 7.039216E-01, 137, 106, 0, 8.313725E-01
138, 1.247059E+00, 137, 106, 0, 1.423529E+00
139, 2.652941E+00, 170, 68, 0, 3.019608E+00
140, 5.154902E+00, 170, 37, 0, 5.872549E+00
141, 6.578431E+00, 167, 37, 0, 7.186275E+00
142, 1.212549E+01, 172, 37, 0, 1.342549E+01
143, 1.753725E+01, 172, 33, 0, 1.973529E+01
144, 2.378627E+01, 183, 29, 0, 2.688431E+01
145, 3.334902E+01, 178, 32, 0, 3.908431E+01
146, 4.045490E+01, 178, 32, 0, 4.842941E+01
147, 5.082941E+01, 183, 26, 0, 6.221961E+01
148, 5.894510E+01, 180, 25, 0, 7.687647E+01
149, 6.479216E+01, 183, 10, 0, 9.105098E+01
150, 6.397059E+01, 192, 10, 0, 9.784314E+01
151, 6.700784E+01, 190, 19, 0, 1.135784E+02
152, 6.469216E+01, 192, 10, 0, 1.201784E+02
153, 6.014902E+01, 192, 10, 0, 1.281000E+02
154, 5.635294E+01, 192, 17, 0, 1.311922E+02
155, 5.162353E+01, 192, 10, 0, 1.352314E+02
156, 4.679608E+01, 192, 9, 0, 1.406510E+02
157, 4.331569E+01, 192, 9, 0, 1.446000E+02
158, 4.042941E+01, 192, 9, 0, 1.472784E+02
159, 3.659412E+01, 192, 9, 0, 1.517039E+02
160, 3.361373E+01, 192, 9, 0, 1.537765E+02
161, 3.106078E+01, 192, 9, 0, 1.570333E+02
162, 2.935490E+01, 192, 9, 0, 1.598392E+02
163, 2.759412E+01, 192, 9, 0, 1.632667E+02
164, 2.586863E+01, 192, 9, 0, 1.659608E+02
165, 2.442941E+01, 192, 9, 0, 1.680392E+02
