freq, avg, max, min
440, 0.000000E+00, 0, 0
442, 0.000000E+00, 0, 0
444, 0.000000E+00, 0, 0
445, 0.000000E+00, 0, 0
446, 0.000000E+00, 0, 0
447, 0.000000E+00, 0, 0
449, 0.000000E+00, 0, 0
450, 1.200586E+01, 32768, 0
451, 2.401172E+01, 32768, 0
452, 2.401172E+01, 32768, 0
454, 1.600782E+01, 32768, -32768
455, 6.803322E+01, 49152, -32768
456, 2.401172E+01, 49152, -32768
457, 8.804299E+01, 49152, -32768
458, 5.602736E+01, 49152, -32768
459, 2.401172E+01, 49152, -32768
460, 2.401172E+01, 49152, -32768
462, 5.202540E+01, 49152, -32768
463, 8.003908E+00, 49152, -32768
464, 2.401172E+01, 49152, -32768
465, 1.600782E+01, 49152, -32768
467, 1.650806E+01, 49152, -32768
469, 2.451197E+01, 49152, -32768
470, 6.153004E+01, 49152, -32768
471, 1.498232E+02, 49152, -32768
472, 2.258603E+02, 50176, -32768
474, 1.793376E+02, 50176, -32768
475, 1.303136E+02, 50176, -32768
476, 2.466204E+02, 49152, -32768
477, 1.055515E+02, 49152, -32768
479, 2.176063E+02, 49152, -32768
480, 2.453698E+02, 49152, -32768
481, 2.456199E+02, 50176, -32768
482, 2.846390E+02, 49152, -32768
483, 2.196072E+02, 50176, -32768
484, 2.329262E+02, 51200, -32768
485, 1.210591E+02, 50176, -32768
487, 2.376160E+01, 50176, -32768
488, 2.366820E+02, 51200, -49152
489, -8.947338E+01, 53248, -32768
490, 2.613776E+01, 50176, -32768
492, -1.297391E+02, 50176, -32768
494, 3.515779E+02, 50176, -49152
495, 5.557792E+01, 53248, -36864
496, -1.358867E+02, 53248, -32768
497, -1.512184E+02, 53248, -32768
499, 7.699853E+01, 50176, -35840
500, 3.051881E+01, 50176, -35840
501, 9.424915E+01, 53248, -35840
502, 4.424035E+00, 54272, -49152
504, 6.276502E+01, 54272, -49152
505, -6.358183E+01, 54272, -49152
506, 1.595545E+02, 54272, -49152
507, -4.920371E+01, 54272, -49152
508, 9.940010E+01, 53248, -49152
509, 3.219150E+01, 53248, -49152
510, 1.580498E+02, 56320, -49152
512, 3.644748E+01, 55296, -49152
513, 2.607914E+01, 54272, -49152
514, 2.166957E+02, 54528, -49152
515, -1.498661E+02, 56384, -50176
517, 7.154665E+01, 56384, -65504
519, 7.085491E+00, 55296, -49152
520, -1.831988E+02, 55296, -65520
521, 8.127015E+01, 56640, -64256
522, 3.002638E+01, 53504, -53232
524, 2.102198E+02, 55296, -50176
525, 4.093718E+02, 55296, -65792
526, -3.478925E+02, 58432, -53248
