freq, min_avg, max, min, illegal, max_avg
434, 0.000000E+00, 0, 0, 0, 0.000000E+00
435, 0.000000E+00, 0, 0, 0, 0.000000E+00
437, 0.000000E+00, 0, 0, 0, 0.000000E+00
438, 0.000000E+00, 0, 0, 0, 0.000000E+00
439, 0.000000E+00, 0, 0, 0, 0.000000E+00
440, 0.000000E+00, 0, 0, 0, 0.000000E+00
442, 0.000000E+00, 0, 0, 0, 0.000000E+00
444, 0.000000E+00, 0, 0, 0, 0.000000E+00
445, 0.000000E+00, 0, 0, 0, 0.000000E+00
446, 0.000000E+00, 0, 0, 0, 0.000000E+00
447, 1.564027E-02, 32, 32, 0, 1.564027E-02
449, 3.128055E-02, 32, 32, 0, 3.128055E-02
450, 1.251222E-01, 32, 32, 0, 1.251222E-01
451, 2.658847E-01, 32, 32, 0, 2.658847E-01
452, 3.284457E-01, 32, 32, 0, 3.284457E-01
454, 5.161290E-01, 32, 32, 0, 5.161290E-01
455, 6.099707E-01, 32, 32, 0, 6.099707E-01
456, 6.725318E-01, 32, 32, 0, 6.725318E-01
457, 1.063539E+00, 32, 32, 0, 1.063539E+00
458, 1.062561E+00, 32, 31, 0, 1.063539E+00
459, 8.734115E-01, 32, 31, 0, 8.758553E-01
460, 8.870968E-01, 32, 31, 0, 8.914956E-01
462, 9.340176E-01, 32, 31, 0, 9.384164E-01
463, 1.280059E+00, 32, 31, 0, 1.294721E+00
464, 1.554741E+00, 32, 31, 0, 1.574291E+00
465, 1.570381E+00, 32, 31, 0, 1.586999E+00
467, 1.753666E+00, 32, 31, 0, 1.774194E+00
469, 1.797654E+00, 32, 31, 0, 1.820137E+00
470, 1.742424E+00, 32, 31, 0, 1.771750E+00
471, 1.811828E+00, 32, 31, 0, 1.850929E+00
472, 1.838710E+00, 32, 31, 0, 1.881232E+00
474, 1.910068E+00, 32, 31, 0, 1.956989E+00
475, 2.015640E+00, 32, 31, 0, 2.063050E+00
476, 1.985337E+00, 32, 31, 0, 2.032747E+00
477, 2.061095E+00, 32, 31, 0, 2.108504E+00
479, 2.091887E+00, 32, 31, 0, 2.135386E+00
480, 2.121701E+00, 32, 31, 0, 2.169110E+00
481, 2.136852E+00, 32, 31, 0, 2.184262E+00
482, 2.228250E+00, 32, 31, 0, 2.272239E+00
