freq, avg, max, min
207, 0.000000E+00, 0, 0
208, 0.000000E+00, 0, 0
209, 0.000000E+00, 0, 0
210, 0.000000E+00, 0, 0
211, 0.000000E+00, 0, 0
212, 0.000000E+00, 0, 0
213, 0.000000E+00, 0, 0
214, 0.000000E+00, 0, 0
215, 0.000000E+00, 0, 0
216, 0.000000E+00, 0, 0
217, 0.000000E+00, 0, 0
218, 0.000000E+00, 0, 0
219, 0.000000E+00, 0, 0
220, 1.260754E+07, 8589934592, 0
221, 1.260754E+07, 8589934592, 0
222, 1.260754E+07, 8589934592, 0
223, -1.575942E+06, 4294967296, -4294967296
224, -1.510278E+06, 4294967296, -4294967296
225, -1.004663E+07, 4294967296, -4294967296
226, -5.253268E+06, 4294967296, -4294967296
227, -8.273696E+06, 4294967296, -4294967296
228, -1.231218E+07, 4294967296, -5368709120
229, 6.883958E+10, 70368744177664, -4294967296
230, -2.386869E+07, 4294967296, -5368709120
231, 6.884812E+10, 70368744177664, -70368744177664
232, 6.884000E+10, 70368744177664, -70368744177664
233, -2.109141E+11, 4328521728, -74766790688768
234, 8.318440E+12, 8444249301319680, -74766790688768
235, 8.283998E+12, 8444249301319680, -70368744177664
236, 4.733979E+10, 70369281048576, -74766790688768
237, 9.089044E+12, 9007199254740992, -562949684985856
238, 1.032422E+13, 9007199254740992, -70373039144960
239, 1.009189E+13, 9007199254740992, -562949953421312
240, 1.798452E+13, 9007199254740992, -74767327559680
241, 1.084876E+13, 9007199254740992, -562950490292224
242, 6.179727E+13, 36028796884746240, -562950490292224
243, 7.697661E+13, 36028797018963968, -562950490292224
244, 4.175952E+13, 17944029765304320, -4503597748322304
245, 8.659250E+13, 36028727762616320, -4173746139037696
246, 1.270624E+14, 36028797018963968, -4173746139037696
247, 2.331033E+14, 36028797019095040, -2251868801695744
248, 2.757973E+14, 36028797018963968, -4503601841896960
249, 3.024582E+14, 72057591898816512, -2251800048664576
250, 3.949345E+14, 144115189149597696, -144115188998602752
251, 3.101391E+14, 144119585323483136, -144115188998602752
252, 1.143407E+15, 162129586585337856, -144115256644337664
253, 6.475070E+14, 144119587202531328, -144115189296398336
254, -1.463717E+14, 1152921504640401408, -2305843008139952128
255, -2.790487E+14, 1152921504602914816, -2305843008139952128
256, 8.315333E+15, 2306404721916116992, -144251527368753152
257, -2.728287E+15, 2305841978421575680, -2305860597071216640
258, -5.735494E+15, 2305841978422616032, -2306968926496227328
259, -3.754448E+15, 2305701241462611936, -2306968908712376320
260, 3.614865E+15, 2306404996818141184, -2305843077932990976
