freq, min_avg, max, min, illegal, max_avg
322, 0.000000E+00, 0, 131, 0, 0.000000E+00
323, 0.000000E+00, 0, 131, 0, 0.000000E+00
325, 0.000000E+00, 0, 131, 0, 0.000000E+00
326, 0.000000E+00, 0, 131, 0, 0.000000E+00
328, 0.000000E+00, 0, 131, 0, 0.000000E+00
329, 0.000000E+00, 0, 131, 0, 0.000000E+00
330, 0.000000E+00, 0, 131, 0, 0.000000E+00
331, 0.000000E+00, 0, 131, 0, 0.000000E+00
332, 9.099804E-02, 31, 31, 0, 9.099804E-02
334, 1.213307E-01, 31, 31, 0, 1.213307E-01
335, 1.702544E-01, 50, 31, 0, 1.702544E-01
337, 1.095890E-01, 50, 31, 0, 1.095890E-01
338, 2.612524E-01, 50, 31, 0, 2.612524E-01
339, 2.309198E-01, 50, 31, 0, 2.309198E-01
340, 2.915851E-01, 50, 31, 0, 2.915851E-01
341, 2.612524E-01, 50, 31, 0, 2.612524E-01
342, 4.500978E-01, 50, 31, 0, 4.500978E-01
344, 3.708415E-01, 50, 31, 0, 3.708415E-01
345, 4.500978E-01, 50, 31, 0, 4.500978E-01
347, 4.500978E-01, 50, 31, 0, 4.500978E-01
348, 5.420744E-01, 50, 31, 0, 5.430528E-01
350, 4.491194E-01, 50, 31, 0, 4.500978E-01
351, 6.086106E-01, 50, 31, 0, 6.095890E-01
353, 6.213307E-01, 50, 31, 0, 6.223092E-01
354, 8.405088E-01, 50, 31, 0, 8.414873E-01
355, 9.784736E-01, 50, 30, 0, 9.794521E-01
356, 8.894325E-01, 50, 31, 0, 8.904110E-01
357, 9.677104E-01, 50, 31, 0, 9.696673E-01
359, 1.059687E+00, 50, 31, 0, 1.079256E+00
360, 1.439335E+00, 50, 30, 0, 1.464775E+00
362, 1.363992E+00, 50, 30, 0, 1.368885E+00
363, 1.795499E+00, 50, 30, 0, 1.820939E+00
364, 1.873777E+00, 50, 30, 0, 1.899217E+00
365, 2.218200E+00, 50, 30, 0, 2.245597E+00
366, 2.217221E+00, 50, 30, 0, 2.247554E+00
367, 2.583170E+00, 51, 30, 0, 2.612524E+00
369, 2.837573E+00, 51, 30, 0, 2.866928E+00
