freq, avg, max, min
284, 0.000000E+00, 0, 0
285, 0.000000E+00, 0, 0
286, 0.000000E+00, 0, 0
287, 0.000000E+00, 0, 0
288, 0.000000E+00, 0, 0
289, 0.000000E+00, 0, 0
290, 0.000000E+00, 0, 0
291, 0.000000E+00, 0, 0
292, 0.000000E+00, 0, 0
293, 0.000000E+00, 0, 0
294, 0.000000E+00, 0, 0
295, 0.000000E+00, 0, 0
296, 1.350072E+08, 17179869184, 0
297, 5.730571E+08, 17179869184, 0
298, 1.044402E+09, 17179869184, -17179869184
299, 1.415208E+09, 17179869184, -17179869184
300, 2.070343E+12, 70385924046848, -17179869184
301, 5.519118E+12, 70385924046848, -17179869184
302, 7.312831E+12, 70385924046848, -17179869184
303, 7.450809E+12, 70385924046848, -17179869184
304, 8.278677E+12, 70385924046848, -17179869184
305, 7.450809E+12, 70385924046848, -17179869184
306, 7.450810E+12, 70385924046848, -17179869184
307, 7.450810E+12, 70385924046848, -17179869184
308, 7.450810E+12, 70385924046848, -17179869184
309, 7.450810E+12, 70385924046848, -17179869184
310, 7.450810E+12, 70385924046848, -17179869184
311, 7.450810E+12, 70385924046848, -17179869184
312, 7.450810E+12, 70385924046848, -17179869184
313, 8.278678E+12, 70385924046848, -17179869184
314, 8.278678E+12, 70385924046848, -17179869184
315, 7.450810E+12, 70385924046848, -17179869184
316, 8.278678E+12, 70385924046848, -17179869184
317, 7.450810E+12, 70385924046848, -17179869184
318, 8.278678E+12, 70385924046848, -17179869184
319, 6.898899E+12, 70385924046848, -70385924046848
320, 4.691252E+12, 70385924046848, -70385924046848
322, 1.379804E+11, 70385924046848, -70385924046848
323, -3.976943E+28, 70385924046848, -20282409603651670423947251286016
325, -2.386166E+29, 70385924046848, -20282409603651670494315995463680
326, -1.352161E+30, 70385924046848, -20282409603651670494333175332864
328, -2.187319E+30, 70385991155712, -20282409603651670494333175332864
329, -2.505474E+30, 70385991155712, -20282409603651670494333175332864
330, -2.386166E+30, 20282409603651670423964431155200, -20282409603651670494333175332864
331, -2.147549E+30, 20282409603651670494298882703360, -20282409603651670494333175332864
332, -1.670316E+30, 20282409603651670494333242441728, -60847228810955011342210430926848
334, -2.346396E+30, 20282409603651670494333175332864, -60847228810955011271824573988864
335, -5.527951E+30, 20282409603651670494333175332864, -60847228810955011342210498035712
337, -5.885876E+30, 20282409603651670494333242441728, -60847228810955011342227677904896
338, -5.925645E+30, 20282409603651670494333175332864, -60847228810955011342210498035712
339, -5.925645E+30, 20282409603651670494333175332864, -60847228810955011342210498035712
340, -5.925645E+30, 20282409603651670494333175332864, -60847228810955011342210498035712
341, -5.965415E+30, 20282409603651670494333242441728, -60847228810955011342227677904896
342, -5.766567E+30, 60847228810955011201455829811200, -60847228810955011342210498035712
344, -5.050718E+30, 60847228810955011271858933727232, -60847228810955011342210498035712
345, -3.261093E+30, 60847228810955011342227677904896, -60847228810955011342227677904896
347, -1.471469E+30, 60847228810955011342227677904896, -60847228810955011342210498035712
348, -1.193083E+30, 60847228810955011342227677908992, -60847228810955011342227677904896
350, -1.232852E+30, 60847228810955011342227677904896, -60847228810955011342210498035712
351, -1.232852E+30, 60847228810955011342227677904896, -60847228811102585224414250401792
353, -1.193083E+30, 60847228810955011342227677904896, -60847228811102585224431430270976
354, -1.232852E+30, 60847228810955011342227677904896, -60847228811176372200743448346624
355, -1.232852E+30, 60847228810955011342227677904832, -60847228811176372200743448346656
356, -5.213931E+33, 60847228811028798248153771933696, -2658455991569831745807614120560689152
357, -1.042663E+34, 60847228811028798248153771933632, -2658455991569831745807614120560689152
359, -1.042678E+34, 60847228829918264179632352788416, -2658455991569831745807614120560689152
360, -1.563979E+34, 60847228829992051155755459411936, -2658455991569831745807614120560689152
362, -9.382968E+34, 60847228829992051155755459411936, -42535295865117307932921825928971026432
363, -8.340376E+34, 70988433601048717180797833981920, -18609171975491868626040154884925288448
364, -1.459566E+35, 7975367974709495237422842361682067456, -53169119831396634916152282411213783040
365, -8.601304E+34, 31901502322452384951457549169570348960, -55827575822966466661959896531774472192
366, -8.080040E+34, 31901502322452384951457549169570348960, -55827575822966466661959896531774472192
367, -1.459587E+35, 29243046330882553205649935049009659808, -77095223755525120628420809496259985408
369, -1.876600E+35, 29243046330882553205649935049009659808, -77095223755525120628420809496259985408
370, -6.177043E+35, 7975367974709495237422842361682067456, -13292300874084064118136673320990408772
372, -8.809435E+35, 29243046330882553205649935049009659808, -13292300715627739089607998133902508100
373, -1.178062E+36, 7975397764498599125074321336172543904, -42535295389748335134732135395399565496
375, -1.348779E+36, 7975399032149199353303722832875749280, -53169154691788143037135231061766172768
376, -3.459906E+36, 10633874820856120608444182546162388928, -53169154691788143037135231061766172768
378, -3.949896E+36, 10633890359479491357930612569317322584, -53169165466818233982825605003070144520
379, -4.664030E+36, 31901522733607733946339011112261914560, -53169165466818233982825605003072241672
380, -4.906418E+36, 31901503728752258880537837536316227428, -63802931913451597599242506851896524864
381, -5.638797E+36, 31901503649524096366273499942772277091, -63802943342114029729759132758405284024
382, -6.004981E+36, 31901534805999007904629429705669345308, -73107584452854052158447472167685713928
384, -5.260879E+36, 63802929754484137282775922149599219544, -74436770933081789306189207967279087784
385, -3.720538E+36, 74436818598725041879260837032643006400, -74436770933081789306189207967279087784
390, 1.341641E+37, 244577946238002039718763376599602564936, -73107584452854052158447472167685713928
395, 1.753798E+37, 223310344332054038188928021542773718977, -169642756812282324638608925945436831616
400, 2.053689E+37, 244577871914557984122333334581847003133, -244578006127065284764166446861455982617
405, 1.083735E+36, 319014745599138872211172310513589665732, -287113232199599038308299232383249399745
410, -1.937311E+36, 276479401721755100204327909934611021666, -328983919132474512183539966289117183973
415, -2.109966E+36, 276479401721755095481961427064965734242, -286780963222743165328296535879600631418
420, -1.674491E+36, 276479401721755095481961461699582009186, -289693910545281582857714741628037563276
425, -3.866814E+36, 299325680225513591847891401618783027616, -317272747061914804828107536757784785788
430, -1.185547E+37, 225974440730017826376168664210813813144, -370776808939276355584972995986444018572
435, -6.751330E+36, 309715479945913877387114691587450405400, -370776808939218317682451783977353110282
440, -2.071217E+36, 329648477913270586943100331993201663448, -370776809335359130253782479144327602954
445, -2.677512E+36, 329814621273976238085322456739464895960, -370776809335359130253786982743954973450
450, -1.257953E+36, 329980774773449347848226374855514152408, -371939883831651593587566525767738221322
455, 3.155575E+35, 446784088700188280145521916516625253159, -371960642877901492255911847463763342090
460, 1.878421E+37, 446784088700188242366590335035513996071, -371960642877901492255911565988786631434
465, 2.173034E+37, 467968650699989906268971790052859394115, -371960642877901190029068348349920342794
470, 1.984113E+37, 467969948774204539971267236658514311107, -371960642917515837970178461504117961482
475, 2.129621E+37, 447451461105786192467309665864755643687, -342746116171267164579653927652232791620
480, 2.327868E+37, 439559251012308579137260343669781628200, -343435316820142038721042663973526185955
485, 2.700376E+37, 528085042850234104248974881726574557351, -326821101696822537803790983925569931717
495, 2.264266E+37, 427346867215675988342254139966360102972, -390419126962391134508318793159499692262
505, 2.396547E+37, 315486433128254014019879962622984852929, -387277274502464640580860527465023895928
515, 1.288875E+37, 313534361690089771394118269507010776387, -417149174308644465567193438569880506814
525, 1.872892E+37, 459604116191990701756109052950902999997, -380156478694106473885157596960222695724
535, 1.364832E+37, 340423146103929801061695636795901471556, -401322908086794929777233150312201056434
545, 7.672787E+37, 533354173046370832847215148193116362516, -329067492374997258318763603041793969707
555, 8.108169E+37, 554627014582743219297436437596092774164, -334384404358137526273288638597502701355
565, 8.604348E+37, 483039560487036096222629308003486091641, -310957664080578890861429065248682516672
575, 6.813879E+37, 615439098191959205062312215928022716237, -408727092009391364266135437620359396141
585, 7.638772E+37, 525393135922570237423357250593616890745, -536374519620752545956369855235483957149
283, 0.000000E+00, 0, 0
284, 0.000000E+00, 0, 0
285, 0.000000E+00, 0, 0
286, 0.000000E+00, 0, 0
287, 0.000000E+00, 0, 0
288, 0.000000E+00, 0, 0
289, 0.000000E+00, 0, 0
290, 0.000000E+00, 0, 0
291, 0.000000E+00, 0, 0
292, 0.000000E+00, 0, 0
293, 0.000000E+00, 0, 0
294, 4.112063E+03, 2097152, 0
295, 0.000000E+00, 0, 0
296, 6.737615E+07, 17179869184, 0
297, 6.737327E+08, 17179869184, 0
298, 1.111651E+09, 17181966336, -17179869184
299, 1.386856E+11, 70368744177664, -17179869184
300, 1.379780E+12, 70368744177664, -17179869184
301, 4.691048E+12, 70385924046848, -17179869184
302, 8.416452E+12, 70385926144000, -17179869184
303, 8.830386E+12, 70385924046848, -17179869184
304, 8.830386E+12, 70385926144000, -17179869184
305, 8.830387E+12, 70385924046848, -17179869184
306, 8.830387E+12, 70385924046848, -17179869184
307, 8.830387E+12, 70385926144000, -17179869184
308, 8.830387E+12, 70385924046848, -17179869184
309, 8.830387E+12, 70385924046848, -17179869184
310, 8.830387E+12, 70385924046848, -17179869184
311, 8.830387E+12, 70385926144000, -17179869184
312, 8.830387E+12, 70385926144000, -17179869184
313, 8.830387E+12, 70385926144000, -17179869184
314, 8.830387E+12, 70385926144000, -17179869184
315, 8.830388E+12, 70385924046848, -17179869184
316, 8.830388E+12, 70385924046848, -17179869184
317, 8.830388E+12, 70385924046848, -17179869184
318, 8.830388E+12, 70385924046848, -17179869184
319, 8.278476E+12, 70385926144000, -70385924046848
320, 6.622742E+12, 70385926144000, -70385924046848
322, 2.069471E+12, 70385926144000, -70385924046848
323, -3.976943E+28, 70385924046848, -20282409603651670423930071416832
325, -4.374637E+29, 70385924046848, -20282409603651670494333175332864
326, -1.749855E+30, 70385924046848, -20282409603651670494333175332864
328, -2.306627E+30, 70385924046848, -20282409603651670494333175332864
329, -2.704321E+30, 70385924046848, -20282409603651670494333175332864
330, -2.306627E+30, 20282409603651670423964431155200, -20282409603651670494333175332864
331, -2.266858E+30, 20282409603651670494316062572544, -20282409603651670494333175332864
332, -1.869163E+30, 20282409603651670494333242441728, -60847228810955011342210498031616
334, -2.465705E+30, 20282409603651670494333242441728, -60847228810955011342227610796032
335, -4.653023E+30, 20282409603651670494333242441728, -60847228810955011342227610796032
337, -5.448412E+30, 20282409603651670494333242441728, -60847228810955011342227677904896
338, -5.527951E+30, 20282409603651670494333242441728, -60847228810955011342227610796032
