freq, min_avg, max, min, illegal, max_avg
267, 0.000000E+00, 0, 0, 0, 0.000000E+00
268, 0.000000E+00, 0, 0, 0, 0.000000E+00
269, 0.000000E+00, 0, 0, 0, 0.000000E+00
270, 0.000000E+00, 0, 0, 0, 0.000000E+00
271, 0.000000E+00, 0, 0, 0, 0.000000E+00
272, 0.000000E+00, 0, 0, 0, 0.000000E+00
273, 0.000000E+00, 0, 0, 0, 0.000000E+00
274, 0.000000E+00, 0, 0, 0, 0.000000E+00
275, 0.000000E+00, 0, 0, 0, 0.000000E+00
276, 0.000000E+00, 0, 0, 0, 0.000000E+00
277, 0.000000E+00, 0, 0, 0, 0.000000E+00
278, 0.000000E+00, 0, 0, 0, 0.000000E+00
279, 5.411765E-01, 93, 92, 0, 5.431373E-01
280, 6.133333E+00, 97, 92, 0, 6.186275E+00
281, 1.028235E+01, 97, 92, 0, 1.035882E+01
282, 1.208627E+01, 97, 92, 0, 1.217059E+01
283, 1.208627E+01, 97, 92, 0, 1.217059E+01
284, 1.208627E+01, 97, 92, 0, 1.217059E+01
285, 1.208627E+01, 97, 92, 0, 1.217059E+01
286, 1.136471E+01, 101, 92, 0, 1.146275E+01
287, 1.136471E+01, 101, 92, 0, 1.146275E+01
288, 1.226667E+01, 97, 92, 0, 1.235098E+01
289, 1.298824E+01, 97, 92, 0, 1.308039E+01
290, 1.731765E+01, 97, 92, 0, 1.744314E+01
291, 2.164706E+01, 97, 92, 0, 2.181569E+01
292, 2.309020E+01, 97, 92, 0, 2.326667E+01
293, 2.309020E+01, 97, 92, 0, 2.326667E+01
294, 2.309020E+01, 97, 92, 0, 2.326667E+01
295, 2.309020E+01, 97, 92, 0, 2.326667E+01
296, 2.164706E+01, 101, 92, 0, 2.187059E+01
297, 2.164706E+01, 101, 92, 0, 2.187059E+01
298, 2.309020E+01, 97, 92, 0, 2.326667E+01
299, 2.309020E+01, 97, 92, 0, 2.326667E+01
300, 2.164706E+01, 101, 92, 0, 2.187059E+01
301, 2.309020E+01, 97, 92, 0, 2.326667E+01
302, 2.309020E+01, 97, 92, 0, 2.326667E+01
303, 2.309020E+01, 97, 92, 0, 2.326667E+01
304, 2.164706E+01, 101, 92, 0, 2.187059E+01
305, 2.164706E+01, 101, 92, 0, 2.187059E+01
306, 2.164706E+01, 101, 92, 0, 2.187059E+01
307, 2.164706E+01, 101, 92, 0, 2.187059E+01
308, 2.309020E+01, 97, 92, 0, 2.326667E+01
309, 2.164706E+01, 101, 92, 0, 2.187059E+01
310, 2.164706E+01, 101, 92, 0, 2.187059E+01
311, 2.309020E+01, 97, 92, 0, 2.326667E+01
312, 2.164706E+01, 101, 92, 0, 2.187059E+01
313, 2.309020E+01, 97, 92, 0, 2.326667E+01
314, 2.309020E+01, 97, 92, 0, 2.326667E+01
315, 2.309020E+01, 97, 92, 0, 2.326667E+01
316, 2.309020E+01, 97, 92, 0, 2.326667E+01
317, 2.164706E+01, 101, 92, 0, 2.187059E+01
318, 2.164706E+01, 101, 92, 0, 2.187059E+01
319, 2.188039E+01, 121, 92, 0, 2.220588E+01
320, 2.328039E+01, 126, 92, 0, 2.373137E+01
322, 2.612353E+01, 123, 92, 0, 2.697451E+01
323, 2.514706E+01, 126, 92, 0, 2.630784E+01
325, 2.729020E+01, 123, 92, 0, 2.852157E+01
326, 2.561373E+01, 126, 92, 0, 2.688039E+01
328, 2.841373E+01, 126, 92, 0, 3.063725E+01
329, 3.238039E+01, 126, 92, 0, 3.519608E+01
330, 3.452353E+01, 125, 92, 0, 3.744510E+01
331, 3.452353E+01, 125, 92, 0, 3.744510E+01
332, 3.466863E+01, 125, 74, 0, 3.759020E+01
334, 3.311765E+01, 126, 74, 0, 3.650784E+01
335, 3.567843E+01, 125, 21, 0, 4.189020E+01
337, 3.374902E+01, 126, 21, 0, 4.255490E+01
338, 2.911176E+01, 126, 21, 0, 4.582941E+01
339, 2.936863E+01, 125, 21, 0, 4.897647E+01
340, 3.203529E+01, 126, 21, 0, 5.428431E+01
341, 3.057059E+01, 126, 21, 0, 5.648235E+01
342, 2.838627E+01, 126, 21, 0, 5.740392E+01
344, 2.740000E+01, 126, 21, 0, 5.781961E+01
345, 2.386471E+01, 125, 18, 0, 5.894314E+01
347, 2.477647E+01, 126, 21, 0, 5.979608E+01
348, 2.343529E+01, 125, 18, 0, 6.025686E+01
350, 2.470196E+01, 126, 12, 0, 6.124510E+01
351, 2.320980E+01, 128, 12, 0, 6.140588E+01
353, 2.335490E+01, 128, 12, 0, 6.196863E+01
354, 2.652157E+01, 128, 12, 0, 6.472157E+01
355, 3.336667E+01, 128, 12, 0, 7.206471E+01
356, 3.344118E+01, 128, 12, 0, 7.294314E+01
357, 3.540196E+01, 128, 12, 0, 7.499804E+01
359, 3.349216E+01, 128, 12, 0, 7.430784E+01
360, 3.347843E+01, 128, 12, 0, 7.432745E+01
362, 3.572549E+01, 128, 12, 0, 7.583137E+01
363, 3.367647E+01, 128, 12, 0, 7.458627E+01
364, 3.366078E+01, 128, 12, 0, 7.458824E+01
365, 3.611961E+01, 128, 12, 0, 7.631765E+01
366, 3.594510E+01, 128, 12, 0, 7.638824E+01
367, 3.636667E+01, 128, 12, 0, 7.660392E+01
369, 3.637843E+01, 128, 12, 0, 7.683922E+01
375, 3.707843E+01, 128, 4, 0, 7.860196E+01
380, 4.294706E+01, 128, 4, 0, 9.021765E+01
385, 4.229020E+01, 128, 4, 0, 9.157451E+01
390, 4.187843E+01, 128, 4, 0, 9.152745E+01
395, 4.120392E+01, 128, 4, 0, 9.270784E+01
400, 3.914314E+01, 128, 4, 0, 9.524902E+01
405, 3.749412E+01, 128, 3, 0, 9.262941E+01
410, 3.322157E+01, 128, 3, 0, 9.877451E+01
415, 2.958824E+01, 128, 3, 0, 9.719412E+01
420, 2.620980E+01, 128, 3, 0, 9.750980E+01
425, 2.432353E+01, 128, 3, 0, 9.795882E+01
430, 2.156863E+01, 128, 3, 0, 9.853529E+01
435, 1.856863E+01, 128, 3, 0, 9.913137E+01
440, 1.696275E+01, 128, 3, 0, 9.981569E+01
445, 1.507451E+01, 128, 2, 0, 1.029098E+02
450, 1.273333E+01, 128, 2, 0, 1.030098E+02
455, 1.069804E+01, 128, 1, 0, 1.033314E+02
460, 8.358824E+00, 128, 1, 0, 1.008922E+02
465, 6.694118E+00, 128, 1, 0, 9.904314E+01
470, 5.886275E+00, 128, 1, 0, 9.772941E+01
480, 5.072549E+00, 128, 1, 0, 1.014784E+02
490, 4.119608E+00, 128, 1, 0, 1.072196E+02
500, 4.043137E+00, 128, 1, 0, 1.086373E+02
510, 3.733333E+00, 128, 1, 0, 9.995686E+01
520, 3.149020E+00, 128, 1, 0, 8.334902E+01
530, 2.952941E+00, 128, 1, 0, 7.843922E+01
540, 2.835294E+00, 128, 1, 0, 7.389020E+01
550, 2.766667E+00, 128, 1, 0, 6.779608E+01
560, 2.178431E+00, 128, 1, 0, 6.979804E+01
570, 2.147059E+00, 128, 1, 0, 6.639608E+01
595, 1.927451E+00, 128, 1, 0, 6.537255E+01
267, 0.000000E+00, 0, 0, 0, 0.000000E+00
268, 0.000000E+00, 0, 0, 0, 0.000000E+00
269, 0.000000E+00, 0, 0, 0, 0.000000E+00
270, 0.000000E+00, 0, 0, 0, 0.000000E+00
271, 0.000000E+00, 0, 0, 0, 0.000000E+00
272, 0.000000E+00, 0, 0, 0, 0.000000E+00
273, 0.000000E+00, 0, 0, 0, 0.000000E+00
274, 0.000000E+00, 0, 0, 0, 0.000000E+00
275, 0.000000E+00, 0, 0, 0, 0.000000E+00
276, 0.000000E+00, 0, 0, 0, 0.000000E+00
277, 0.000000E+00, 0, 0, 0, 0.000000E+00
278, 0.000000E+00, 0, 0, 0, 0.000000E+00
279, 1.803922E-01, 92, 92, 0, 1.803922E-01
280, 3.607843E+00, 96, 92, 0, 3.660784E+00
281, 8.478431E+00, 100, 92, 0, 8.584314E+00
282, 1.190588E+01, 100, 92, 0, 1.204118E+01
283, 9.380392E+00, 100, 92, 0, 9.486275E+00
284, 1.190588E+01, 100, 92, 0, 1.204118E+01
285, 9.380392E+00, 100, 92, 0, 9.486275E+00
286, 1.190588E+01, 100, 92, 0, 1.204118E+01
287, 9.380392E+00, 100, 92, 0, 9.486275E+00
288, 9.380392E+00, 100, 92, 0, 9.486275E+00
289, 1.226667E+01, 100, 92, 0, 1.240196E+01
290, 1.641569E+01, 100, 92, 0, 1.660000E+01
291, 1.605490E+01, 100, 92, 0, 1.621373E+01
292, 2.489412E+01, 100, 92, 0, 2.518824E+01
293, 2.002353E+01, 100, 92, 0, 2.023529E+01
294, 2.002353E+01, 100, 92, 0, 2.023529E+01
295, 2.525490E+01, 100, 92, 0, 2.555294E+01
296, 2.002353E+01, 100, 92, 0, 2.023529E+01
297, 2.525490E+01, 100, 92, 0, 2.555294E+01
298, 2.525490E+01, 100, 92, 0, 2.555294E+01
299, 2.525490E+01, 100, 92, 0, 2.555294E+01
300, 2.525490E+01, 100, 92, 0, 2.555294E+01
301, 2.525490E+01, 100, 92, 0, 2.555294E+01
302, 2.002353E+01, 100, 92, 0, 2.023529E+01
