freq, avg, max, min
142, 0.000000E+00, 0, 0
143, 0.000000E+00, 0, 0
144, 0.000000E+00, 0, 0
145, 0.000000E+00, 0, 0
146, 0.000000E+00, 0, 0
147, 0.000000E+00, 0, 0
148, 0.000000E+00, 0, 0
149, 0.000000E+00, 0, 0
150, 0.000000E+00, 0, 0
151, 0.000000E+00, 0, 0
152, 0.000000E+00, 0, 0
153, 0.000000E+00, 0, 0
154, -1.200586E+01, 0, -16384
155, -8.003908E+00, 0, -16384
156, -1.200586E+01, 0, -16384
157, -2.801368E+01, 0, -16384
158, -1.200586E+01, 0, -16384
159, -3.201563E+01, 0, -16384
160, -3.601759E+01, 16384, -16384
161, -2.000977E+01, 16384, -16384
162, -4.402149E+01, 16384, -16384
163, -8.003908E+00, 16384, -16384
164, -2.401172E+01, 16384, -16384
165, -2.801368E+01, 16384, -16384
166, -3.601759E+01, 16384, -16384
167, -4.802345E+01, 16384, -16384
168, -6.803322E+01, 16384, -16384
169, -1.040508E+02, 16384, -16384
170, -1.280625E+02, 16384, -16384
171, -1.360664E+02, 16384, -32768
172, -1.040508E+02, 32768, -16384
173, -1.600782E+02, 16384, -16384
174, -1.200586E+02, 32768, -16384
175, -9.604690E+01, 65536, -16384
176, -1.600782E+02, 16384, -16384
177, -1.321895E+02, 65536, -16384
178, -1.356913E+02, 65536, -32768
179, -6.790816E+01, 81920, -32768
180, -7.115975E+01, 81920, -32768
181, -4.427162E+01, 81920, -32768
182, 1.088031E+01, 81920, -32768
183, 3.964436E+01, 81920, -32768
184, 8.848070E+01, 81920, -16384
185, 1.031128E+02, 81920, -32768
186, 1.203087E+02, 81920, -32768
187, 1.550132E+02, 81920, -49152
188, 1.785872E+02, 81920, -32768
189, 1.743351E+02, 81920, -32768
190, 2.698192E+02, 81920, -32768
191, 2.915173E+02, 81920, -32768
192, 3.109643E+02, 81920, -49152
193, 4.183918E+02, 81920, -32768
194, 3.821866E+02, 81920, -49152
195, 3.979912E+02, 81920, -65536
196, 4.044006E+02, 81920, -65536
197, 6.544133E+02, 81920, -65536
198, 5.418740E+02, 81920, -65536
199, 6.934792E+02, 81920, -65536
200, 7.358124E+02, 81920, -65536
201, 6.637147E+02, 82176, -65536
202, 8.712692E+02, 82176, -65536
203, 9.036287E+02, 82176, -65536
204, 8.362677E+02, 82176, -65536
205, 1.172197E+03, 82176, -65536
206, 1.218689E+03, 82176, -65536
207, 1.047621E+03, 82176, -65536
208, 1.300870E+03, 82432, -65536
209, 1.372420E+03, 84224, -65536
210, 1.189112E+03, 82688, -65536
211, 1.270542E+03, 82432, -65536
212, 1.264696E+03, 85760, -49920
213, 1.385309E+03, 85760, -65536
214, 1.398378E+03, 82176, -65536
215, 1.480809E+03, 90112, -65536
216, 1.235498E+03, 82432, -65792
217, 1.321075E+03, 84480, -65536
218, 1.171842E+03, 82176, -67520
219, 1.090861E+03, 84480, -66560
220, 1.146681E+03, 81920, -67264
221, 1.299904E+03, 82432, -82112
222, 1.128793E+03, 82496, -82112
223, 9.192301E+02, 83136, -66560
224, 1.117057E+03, 98560, -66048
225, 7.064309E+02, 81920, -66272
226, 9.884866E+02, 98304, -67584
227, 6.806683E+02, 114688, -65408
228, 6.576610E+02, 114688, -68352
229, 1.051255E+03, 98304, -70912
230, 3.794978E+02, 97856, -70656
231, 2.868666E+02, 97824, -68352
232, 4.688696E+02, 97856, -71680
233, 4.990562E+02, 97824, -67904
234, 9.439375E+02, 97376, -71104
235, 5.885491E+02, 97824, -82688
236, 4.053073E+02, 97824, -65280
237, 5.875369E+02, 95232, -66464
238, 1.147959E+03, 97504, -88320
239, 1.206058E+03, 86016, -97536
240, 8.966878E+02, 85504, -82432
241, 1.425477E+03, 97728, -97536
242, 1.345669E+03, 101568, -101632
243, 1.664168E+03, 102848, -101696
248, 1.569274E+03, 89344, -83264
253, 1.129227E+03, 89536, -107456
258, 4.031969E+02, 91040, -110528
263, 7.339326E+02, 113920, -116016
268, 9.928363E+02, 114176, -112704
273, 1.124545E+03, 96672, -106048
278, 1.594572E+03, 103408, -107328
283, 1.536141E+03, 108952, -104736
288, 1.175923E+03, 105080, -119360
293, 1.811011E+02, 110432, -117308
298, 6.767435E+02, 98672, -120664
303, 8.821573E+02, 114792, -116768
308, 1.055339E+03, 115480, -101272
313, 1.349023E+03, 124960, -125312
318, 1.567103E+03, 131912, -104256
323, 1.601745E+03, 117904, -105088
329, 2.730172E+03, 107624, -102088
335, 2.404232E+03, 103216, -111876
340, 4.888644E+02, 118308, -125248
345, -3.744321E+02, 198012, -120240
355, 8.031450E+03, 247661, -113551
365, 1.001481E+04, 226108, -117451
375, 1.229993E+04, 201784, -103316
385, 1.199201E+04, 207992, -133412
395, 8.164639E+03, 163872, -168572
405, 7.733170E+03, 133460, -132536
415, 1.294123E+04, 147692, -127928
425, 1.529523E+04, 151988, -144784
435, 1.237048E+04, 148412, -140768
445, 1.209484E+04, 147900, -143888
470, 7.780245E+03, 171504, -212752
495, -2.604735E+04, 209257, -288804
520, -1.785577E+04, 254330, -290974
545, 1.751379E+03, 244821, -273552
570, -1.293844E+03, 213395, -273728
595, 1.709298E+04, 276096, -252771
144, 0.000000E+00, 0, 0
