freq, min_avg, max, min, illegal, max_avg
142, 0.000000E+00, 0, 28, 0, 0.000000E+00
143, 0.000000E+00, 0, 28, 0, 0.000000E+00
144, 0.000000E+00, 0, 28, 0, 0.000000E+00
145, 0.000000E+00, 0, 28, 0, 0.000000E+00
146, 0.000000E+00, 0, 28, 0, 0.000000E+00
147, 0.000000E+00, 0, 28, 0, 0.000000E+00
148, 0.000000E+00, 0, 28, 0, 0.000000E+00
149, 0.000000E+00, 0, 28, 0, 0.000000E+00
150, 0.000000E+00, 0, 28, 0, 0.000000E+00
151, 0.000000E+00, 0, 28, 0, 0.000000E+00
152, 0.000000E+00, 0, 28, 0, 0.000000E+00
153, 0.000000E+00, 0, 28, 0, 0.000000E+00
154, 1.612115E-02, 23, 22, 0, 1.636541E-02
155, 1.074744E-02, 22, 22, 0, 1.074744E-02
156, 1.612115E-02, 23, 22, 0, 1.636541E-02
157, 3.761602E-02, 23, 22, 0, 3.859306E-02
158, 1.612115E-02, 23, 22, 0, 1.636541E-02
159, 4.298974E-02, 23, 22, 0, 4.396678E-02
160, 6.424035E-02, 24, 22, 0, 6.570591E-02
161, 4.201270E-02, 24, 22, 0, 4.298974E-02
162, 7.498779E-02, 24, 22, 0, 7.669761E-02
163, 5.886663E-02, 24, 22, 0, 6.082071E-02
164, 7.840743E-02, 24, 15, 0, 8.182706E-02
165, 1.130923E-01, 24, 15, 0, 1.187103E-01
166, 1.399609E-01, 24, 22, 0, 1.453346E-01
167, 1.304348E-01, 24, 18, 0, 1.358085E-01
168, 1.521739E-01, 24, 18, 0, 1.577919E-01
169, 2.474353E-01, 24, 15, 0, 2.557401E-01
170, 2.840743E-01, 24, 15, 0, 2.928676E-01
171, 3.297509E-01, 24, 15, 0, 3.436737E-01
172, 3.297509E-01, 25, 15, 0, 3.456277E-01
173, 3.949682E-01, 24, 15, 0, 4.110894E-01
174, 4.025403E-01, 25, 15, 0, 4.272106E-01
175, 4.474841E-01, 25, 15, 0, 4.789936E-01
176, 4.621397E-01, 25, 15, 0, 4.868100E-01
177, 5.288227E-01, 25, 15, 0, 5.559355E-01
178, 5.803615E-01, 25, 15, 0, 6.182218E-01
179, 6.651197E-01, 25, 15, 0, 7.203224E-01
180, 6.595017E-01, 25, 15, 0, 7.034685E-01
181, 7.462140E-01, 25, 15, 0, 8.072789E-01
182, 8.114314E-01, 25, 14, 0, 8.808012E-01
183, 8.356131E-01, 27, 14, 0, 9.069370E-01
184, 8.568637E-01, 25, 13, 0, 9.208598E-01
185, 9.528578E-01, 27, 14, 0, 1.023693E+00
186, 1.027846E+00, 25, 13, 0, 1.108940E+00
187, 1.051539E+00, 27, 13, 0, 1.146556E+00
